,lat,long,geo_address,street_code,borough,address,geometry
259638,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",59638,Bronx,INTERMEDIATE SCHOOL  254,POINT (-73.81831680000001 40.8269895)
200075,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00075,Bronx,INTERMEDIATE SCHOOL  308,POINT (-73.81831680000001 40.8269895)
200007,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00007,Bronx,INTERMEDIATE SCHOOL  313,POINT (-73.81831680000001 40.8269895)
200118,40.8269895,-73.8183168,"Intermediate School 192, 650, Hollywood Avenue, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",00118,Bronx,INTERMEDIATE SCHOOL  318,POINT (-73.81831680000001 40.8269895)
200008,40.8134846,-73.9260685,"Intermediate School 224, 339, Morris Avenue, Mott Haven, Bronx County, The Bronx, New York, 10451, United States",00008,Bronx,INTERMEDIATE SCHOOL  339,POINT (-73.9260685 40.8134846)
242020,40.8221585,-73.8967991,"Intervale Avenue, Westchester Avenue, Bronx County, The Bronx, New York, 10459, United States",42020,Bronx,INTERVALE AVENUE,POINT (-73.8967991 40.8221585)
242120,40.843826,-73.9165531,"Inwood Avenue, Morris Heights, Bronx County, The Bronx, New York, 10452, United States",42120,Bronx,INWOOD AVENUE,POINT (-73.9165531 40.843826)
212565,40.8447854,-73.91537617446542,"Inwood Park, Bronx County, The Bronx, New York, United States",12565,Bronx,INWOOD PARK,POINT (-73.91537617446542 40.8447854)
242220,40.8198261,-73.8888283,"Irvine Street, Hunts Point, Bronx County, The Bronx, New York, 10474, United States",42220,Bronx,IRVINE STREET,POINT (-73.8888283 40.8198261)
242320,40.8846138,-73.9054507,"Irwin Avenue, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States",42320,Bronx,IRWIN AVENUE,POINT (-73.9054507 40.8846138)
242340,40.8988599,-73.9052503,"Iselin Avenue, Riverdale, Bronx County, The Bronx, New York, 10471, United States",42340,Bronx,ISELIN AVENUE,POINT (-73.90525030000001 40.8988599)
200826,40.81493185,-73.90682353981947,"Isla Verde Garden, East 151st Street, Bronx County, The Bronx, New York, 10455, United States",00826,Bronx,ISLA VERDE GARDEN,POINT (-73.90682353981947 40.81493185)
242350,40.8449946,-73.902669,"Ittner Place, Tremont, Bronx County, The Bronx, New York, 10457, United States",42350,Bronx,ITTNER PLACE,POINT (-73.902669 40.8449946)
266620,40.8280496,-73.8970019,"Reverend James A. Polite Avenue, Charlotte Gardens, Bronx County, The Bronx, New York, 10459, United States",66620,Bronx,J A POLITE AVENUE,POINT (-73.89700190000001 40.8280496)
267820,40.832359,-73.825723,"Greene Place, Schuylerville, Bronx County, The Bronx, New York, 10465, United States",67820,Bronx,J GREENE PLACE,POINT (-73.825723 40.832359)
200334,40.8466508,-73.8785937,"The Bronx, New York, United States",00334,Bronx,J H S  184 R MOLINA,POINT (-73.8785937 40.8466508)
200225,40.820136899999994,-73.89856284160064,"Junior High School 60, 888, Rogers Place, Bronx County, The Bronx, New York, 10459, United States",00225,Bronx,J H S  447,POINT (-73.89856284160064 40.82013689999999)
242400,40.8065294,-73.8556515,"J Street, Bronx County, The Bronx, New York, 10473, United States",42400,Bronx,J STREET,POINT (-73.85565149999999 40.8065294)
242420,40.816519,-73.90778,"Jackson Avenue, Westchester Avenue, Melrose, Bronx County, The Bronx, New York, 10459, United States",42420,Bronx,JACKSON AVENUE,POINT (-73.90778 40.816519)
215110,40.854625299999995,-73.84591428521884,"NYC Health + Hospitals/Jacobi, 1400, Pelham Parkway South, Pelham Bay, Bronx County, The Bronx, New York, 10461, United States",15110,Bronx,JACOBI HOSPITAL,POINT (-73.84591428521884 40.8546253)
200818,40.8155556,-73.9069444,"Jardin Criollo, Bronx County, The Bronx, New York, 10455, United States",00818,Bronx,JARDIN CRIOLLO,POINT (-73.9069444 40.8155556)
200891,40.83798405,-73.9035690562221,"Jardin De La Familia, East 171st Street, Bronx County, The Bronx, New York, 10456, United States",00891,Bronx,JARDIN DE LA FAMILIA,POINT (-73.9035690562221 40.83798405)
242460,40.845774,-73.846428,"Jarrett Place, Bronx County, The Bronx, New York, 10461, United States",42460,Bronx,JARRETT PLACE,POINT (-73.846428 40.845774)
242520,40.8443753,-73.8283907,"Jarvis Avenue, Middletown, Bronx County, The Bronx, New York, 10461, United States",42520,Bronx,JARVIS AVENUE,POINT (-73.8283907 40.8443753)
242530,40.8203604,-73.8378817,"Jay Place, Bronx County, The Bronx, New York, 10465, United States",42530,Bronx,JAY PLACE,POINT (-73.8378817 40.8203604)
242620,40.8335721,-73.900442,"Jefferson Place, Charlotte Gardens, Bronx County, The Bronx, New York, 10456, United States",42620,Bronx,JEFFERSON PLACE,POINT (-73.900442 40.8335721)
212575,40.84549805,-73.91351194367216,"Jennie Jerome Playground, East 174th Street, Morris Heights, Bronx County, The Bronx, New York, 10453, United States",12575,Bronx,JENNIE JEROME PLAYGROUND,POINT (-73.91351194367216 40.84549805)
242720,40.8326941,-73.8916631,"Jennings Street, Charlotte Gardens, Bronx County, The Bronx, New York, 10460, United States",42720,Bronx,JENNINGS STREET,POINT (-73.8916631 40.8326941)
242820,40.8944553,-73.8801622,"Jerome Avenue, Bronx County, The Bronx, New York, 10468, United States",42820,Bronx,JEROME AVENUE,POINT (-73.8801622 40.8944553)
212530,40.879311,-73.89154453336155,"Jerome Park, Bronx County, The Bronx, New York, United States",12530,Bronx,JEROME PARK,POINT (-73.89154453336155 40.879311)
242850,40.8770757,-73.89613095961727,"Jerome Park Reservoir, The Bronx, New York, United States",42850,Bronx,JEROME PARK RESERVOIR,POINT (-73.89613095961727 40.8770757)
212410,40.832337100000004,-73.92600110276118,"Jerome Slope, Bronx County, The Bronx, New York, United States",12410,Bronx,JEROME SLOPE,POINT (-73.92600110276118 40.8323371)
243020,40.842434,-73.920913,"Jesup Place, High Bridge, Bronx County, The Bronx, New York, 10452, United States",43020,Bronx,JESUP PLACE,POINT (-73.920913 40.842434)
200406,40.8777778,-73.9130556,"John F Kennedy High School, Tibbett Avenue, Bronx County, The Bronx, New York County, New York, 10463, United States",00406,Bronx,JOHN F KENNEDY HIGH SCHOOL,POINT (-73.91305560000001 40.8777778)
201099,40.8943557,-73.8895641,"John Kieran Nature Trail, Bronx County, The Bronx, New York, 10471, United States",01099,Bronx,JOHN KIERAN NATURE TRAIL,POINT (-73.8895641 40.8943557)
201090,40.8944017,-73.89419293762714,"John Muir Trail, Bronx County, The Bronx, New York, 10471, United States",01090,Bronx,JOHN MUIR TRAIL,POINT (-73.89419293762714 40.8944017)
212915,40.8854659,-73.83894148040713,"John Phillip Sousa Playground, Crawford Avenue, Bronx County, The Bronx, New York, 10466, United States",12915,Bronx,JOHN SOUSA PLAYGROUND,POINT (-73.83894148040713 40.8854659)
243120,40.8884982,-73.9092423,"Johnson Avenue, Fieldston, Bronx County, The Bronx, New York, 10463, United States",43120,Bronx,JOHNSON AVENUE,POINT (-73.9092423 40.8884982)
212045,40.8284672,-73.92270881367645,"Joyce Kilmer Park, Bronx County, The Bronx, New York, United States",12045,Bronx,JOYCE KILMER PARK,POINT (-73.92270881367645 40.8284672)
243130,40.806799,-73.8557494,"K Street, Bronx County, The Bronx, New York, 10473, United States",43130,Bronx,K STREET,POINT (-73.85574939999999 40.806799)
243220,40.878017,-73.9175419,"Kappock Street, Spuyten Duyvil, Bronx County, The Bronx, New York, 10463, United States",43220,Bronx,KAPPOCK STREET,POINT (-73.9175419 40.878017)
243320,40.898953,-73.867447,"Katonah Avenue, Woodlawn, Bronx County, The Bronx, New York, 10470, United States",43320,Bronx,KATONAH AVENUE,POINT (-73.867447 40.898953)
243420,40.8398894,-73.8243687,"Kearney Avenue, Country Club, Bronx County, The Bronx, New York, 10465, United States",43420,Bronx,KEARNEY AVENUE,POINT (-73.82436869999999 40.8398894)
200757,40.8790145,-73.87575759763392,"Keeper's House at Williamsbridge Reservoir, 3400, Reservoir Oval East, Norwood, Bronx County, The Bronx, New York, 10467, United States",00757,Bronx,KEEPER'S HOUSE,POINT (-73.87575759763392 40.8790145)
243520,40.8162898,-73.8999656,"Kelly Street, Bronx County, The Bronx, New York, 10455, United States",43520,Bronx,KELLY STREET,POINT (-73.8999656 40.8162898)
212245,40.83996545,-73.91809885075577,"Keltch Memorial Park, Bronx County, The Bronx, New York, United States",12245,Bronx,KELTCH MEMORIAL PARK,POINT (-73.91809885075577 40.83996545)
298320,40.8000377,-73.9182621,"Robert F. Kennedy Bridge, Bronx County, The Bronx, New York, 10454, United States",98320,Bronx,KENNEDY BRIDGE,POINT (-73.91826210000001 40.8000377)
243620,40.8442004,-73.8222797,"Kennellworth Place, Spencer Estates, Bronx County, The Bronx, New York, 10465, United States",43620,Bronx,KENNELLWORTH PLACE,POINT (-73.8222797 40.8442004)
243650,40.898587,-73.87085,"Kepler Avenue, Woodlawn, Bronx County, The Bronx, New York, 10470, United States",43650,Bronx,KEPLER AVENUE,POINT (-73.87085 40.898587)
243690,40.8549688,-73.7891003,"Kilroe Street, Bronx County, The Bronx, New York, 10464, United States",43690,Bronx,KILROE STREET,POINT (-73.7891003 40.8549688)
243720,40.878134,-73.906703,"Kimberly Place, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States",43720,Bronx,KIMBERLY PLACE,POINT (-73.90670299999999 40.878134)
243810,40.8582113,-73.7895039,"King Avenue, Bronx County, The Bronx, New York, 10464, United States",43810,Bronx,KING AVENUE,POINT (-73.7895039 40.8582113)
243820,40.8806025,-73.8757033,"Kings College Place, Norwood, Bronx County, The Bronx, New York, 10467, United States",43820,Bronx,KINGS COLLEGE PLACE,POINT (-73.8757033 40.8806025)
200758,40.86839345,-73.89816823358376,"Kingsbridge Armory, West 195th Street, Kingsbridge Heights, Bronx County, The Bronx, New York, 10468, United States",00758,Bronx,KINGSBRIDGE ARMORY,POINT (-73.89816823358376 40.86839345)
243920,40.8787363,-73.9076088,"Kingsbridge Avenue, Kingsbridge, Bronx County, The Bronx, New York, 10463, United States",43920,Bronx,KINGSBRIDGE AVENUE,POINT (-73.90760880000001 40.8787363)
276550,40.8950605,-73.8359481,"Kingsbridge Road West, Bronx County, Parkside, City of Mount Vernon, Westchester County, New York, 10550, United States",76550,Bronx,KINGSBRIDGE ROAD WEST,POINT (-73.8359481 40.8950605)
200331,40.8877842,-73.91358703662985,"Middle School/High School 141, 660, West 237th Street, Bronx County, The Bronx, New York, 10463, United States",00331,Bronx,KINGSBRIDGE SCHOOL,POINT (-73.91358703662985 40.8877842)
244020,40.877542,-73.900253,"Kingsbridge Terrace, Kingsbridge Heights, Bronx County, The Bronx, New York, 10463, United States",44020,Bronx,KINGSBRIDGE TERRACE,POINT (-73.90025300000001 40.877542)
244120,40.8670317,-73.8392836,"Kingsland Avenue, Bronx County, The Bronx, New York, 10469, United States",44120,Bronx,KINGSLAND AVENUE,POINT (-73.8392836 40.8670317)
244125,40.8517865,-73.9124922,"Kingsland Place, Tremont, Bronx County, The Bronx, New York, 10453, United States",44125,Bronx,KINGSLAND PLACE,POINT (-73.9124922 40.8517865)
244150,40.8357575,-73.8451109,"Kinnear Place, Bronx County, The Bronx, New York, 10461, United States",44150,Bronx,KINNEAR PLACE,POINT (-73.84511089999999 40.8357575)
244220,40.8455993,-73.8605319,"Kinsella Street, Van Nest, Bronx County, The Bronx, New York, 10462, United States",44220,Bronx,KINSELLA STREET,POINT (-73.8605319 40.8455993)
244230,40.892163,-73.9163683,"Kipp Road, Bronx County, The Bronx, New York, 10463, United States",44230,Bronx,KIPP ROAD,POINT (-73.9163683 40.892163)
244240,40.8510545,-73.7848391,"Kirby Street, City Island, Bronx County, The Bronx, New York, 10464, United States",44240,Bronx,KIRBY STREET,POINT (-73.7848391 40.8510545)
244250,40.8399515,-73.8410426,"Kirk Street, Bronx County, The Bronx, New York, 10461, United States",44250,Bronx,KIRK STREET,POINT (-73.84104259999999 40.8399515)
244320,40.8698131,-73.8447337,"Knapp Street, Bronx County, The Bronx, New York, 10469, United States",44320,Bronx,KNAPP STREET,POINT (-73.84473370000001 40.8698131)
244420,40.8788189,-73.9182787,"Knolls Crescent, Spuyten Duyvil, Bronx County, The Bronx, New York, 10463, United States",44420,Bronx,KNOLLS CRESCENT,POINT (-73.9182787 40.8788189)
200884,40.88193235,-73.88522337632276,"Knox Gates Playground, West Mosholu Parkway North, Norwood, Bronx County, The Bronx, New York, 10467, United States",00884,Bronx,KNOX GATES PLAYGROUND,POINT (-73.88522337632276 40.88193235)
244520,40.883021,-73.8822181,"Knox Place, Norwood, Bronx County, The Bronx, New York, 10467, United States",44520,Bronx,KNOX PLACE,POINT (-73.8822181 40.883021)
244620,40.8793533,-73.882029,"Kossuth Avenue, Norwood, Bronx County, The Bronx, New York, 10467, United States",44620,Bronx,KOSSUTH AVENUE,POINT (-73.882029 40.8793533)
244650,40.806561,-73.855716,"L Street, Bronx County, The Bronx, New York, 10473, United States",44650,Bronx,L STREET,POINT (-73.855716 40.806561)
200836,40.831919,-73.9292725,"La Isla Community Garden, Bronx County, The Bronx, New York, United States",00836,Bronx,LA ISLA GARDEN,POINT (-73.9292725 40.831919)
244820,40.838266,-73.832792,"La Salle Avenue, Middletown, Bronx County, The Bronx, New York, 10461, United States",44820,Bronx,LA SALLE AVENUE,POINT (-73.832792 40.838266)
244920,40.8148946,-73.8624889,"Lacombe Avenue, Clason Point, Bronx County, The Bronx, New York, 10473, United States",44920,Bronx,LACOMBE AVENUE,POINT (-73.8624889 40.8148946)
245020,40.87878,-73.852939,"Laconia Avenue, Eastchester Heights, Bronx County, The Bronx, New York, 10466, United States",45020,Bronx,LACONIA AVENUE,POINT (-73.85293900000001 40.87878)
245040,40.90460725,-73.91075868831169,"Ladd Road, Riverdale, Bronx County, The Bronx, New York, 10471, United States",45040,Bronx,LADD ROAD,POINT (-73.91075868831169 40.90460725)
245120,40.8198851,-73.8743346,"Lafayette Avenue, Bronx County, The Bronx, New York, 10472, United States",45120,Bronx,LAFAYETTE AVENUE,POINT (-73.8743346 40.8198851)
244720,40.8483285,-73.8932477,"Lafontaine Avenue, East Tremont, Bronx County, The Bronx, New York, 10457, United States",44720,Bronx,LAFONTAINE AVENUE,POINT (-73.8932477 40.8483285)
245140,40.8985398,-73.8977671,"Lakeview Place, Fieldston, Bronx County, The Bronx, New York, 10471, United States",45140,Bronx,LAKEVIEW PLACE,POINT (-73.8977671 40.8985398)
245150,40.852119,-73.849422,"Lakewood Place, Morris Park, Bronx County, The Bronx, New York, 10461, United States",45150,Bronx,LAKEWOOD PLACE,POINT (-73.849422 40.852119)
245220,40.8248489,-73.8209794,"Lamport Place, Throgs Neck, Bronx County, The Bronx, New York, 10465, United States",45220,Bronx,LAMPORT PLACE,POINT (-73.8209794 40.8248489)
245240,40.8623478,-73.9109819,"Landing Road, University Heights, Bronx County, The Bronx, New York, 10468, United States",45240,Bronx,LANDING ROAD,POINT (-73.9109819 40.8623478)
245250,40.8399104,-73.8430424,"Lane Avenue, Bronx County, The Bronx, New York, 10461, United States",45250,Bronx,LANE AVENUE,POINT (-73.8430424 40.8399104)
245260,40.81664755,-73.92447026561891,"Lincoln Hospital, 234, Park Avenue, Bronx County, The Bronx, New York, 10455, United States",45260,Bronx,LANG AVENUE,POINT (-73.92447026561891 40.81664755)
200837,40.8355773,-73.9254128057596,"Las Casitas Community Garden, Bronx County, The Bronx, New York, United States",00837,Bronx,LAS CASITAS COMM GARDEN,POINT (-73.92541280575961 40.8355773)
245320,40.8381243,-73.8368155,"Latting Street, Middletown, Bronx County, The Bronx, New York, 10461, United States",45320,Bronx,LATTING STREET,POINT (-73.8368155 40.8381243)
245330,40.8402979,-73.862249,"Laurel Drive, Bronx County, The Bronx, New York, 10462, United States",45330,Bronx,LAUREL DRIVE,POINT (-73.86224900000001 40.8402979)
245340,40.8483639,-73.8351624,"Laurie Avenue, Pelham Bay, Bronx County, The Bronx, New York, 10461, United States",45340,Bronx,LAURIE AVENUE,POINT (-73.8351624 40.8483639)
245420,40.8196178,-73.8096256,"Lawton Avenue, Park of Edgewater, Bronx County, The Bronx, New York, 10465, United States",45420,Bronx,LAWTON AVENUE,POINT (-73.8096256 40.8196178)
245520,40.8357474,-73.8171984,"Layton Avenue, Eastchester Bay, Bronx County, The Bronx, New York, 10465, United States",45520,Bronx,LAYTON AVENUE,POINT (-73.8171984 40.8357474)
245670,40.844587,-73.8363926,"Lee Street, Middletown, Bronx County, The Bronx, New York, 10461, United States",45670,Bronx,LEE STREET,POINT (-73.8363926 40.844587)
270620,40.8656467,-73.8649457,"Bruce Lee Mural, Wallace's Alley Way, Bronx County, The Bronx, New York, 10467, United States",70620,Bronx,LEE WAY,POINT (-73.86494570000001 40.8656467)
245680,40.846319,-73.7833838,"Leeward Lane, City Island, Bronx County, The Bronx, New York, 10464, United States",45680,Bronx,LEEWARD LANE,POINT (-73.7833838 40.846319)
245720,40.8130727,-73.8982128,"Leggett Avenue, Bronx County, The Bronx, New York, 10455, United States",45720,Bronx,LEGGETT AVENUE,POINT (-73.8982128 40.8130727)
245820,40.8304192,-73.8631599,"Leland Avenue, Bronx County, The Bronx, New York, 10472, United States",45820,Bronx,LELAND AVENUE,POINT (-73.8631599 40.8304192)
245840,40.8705955,-73.8678155,"Lester Street, Bronx County, The Bronx, New York, 10467, United States",45840,Bronx,LESTER STREET,POINT (-73.86781550000001 40.8705955)
212385,40.899169400000005,-73.87313931404029,"Rita Ley Triangle, Bronx County, The Bronx, New York, United States",12385,Bronx,LEY TRIANGLE,POINT (-73.87313931404029 40.89916940000001)
245920,40.8461001,-73.8359425,"Libby Place, Pelham Bay, Bronx County, The Bronx, New York, 10461, United States",45920,Bronx,LIBBY PLACE,POINT (-73.8359425 40.8461001)
